j1, j3, j2, j4, Eigenvalue1, Eigenvalue2, e3, e4, First Eigenvector Comp 1, First Eigenvector Comp 2
-1.00000, 0.00000, -0.00000, 0.40000, -0.75000, 0.25000, 0.59641, -0.09641, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.50000, -0.75000, 0.25000, 0.68301, -0.18301, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.60000, -0.75000, 0.25000, 0.76962, -0.26962, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.70000, -0.75000, 0.25000, 0.85622, -0.35622, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.80000, -0.75000, 0.25000, 0.94282, -0.44282, -1.00000, -0.00000
-1.00000, 0.00000, -0.00000, 0.90000, -0.75000, 0.25000, 1.02942, -0.52942, -1.00000, -0.00000
-1.00000, 0.00000, 0.10000, -1.00000, -0.75178, 0.30178, -0.64103, 1.09103, -0.99915, 0.04113
-1.00000, 0.00000, 0.10000, -0.90000, -0.75178, 0.30178, -0.55442, 1.00442, -0.99915, 0.04113
-1.00000, 0.00000, 0.10000, -0.80000, -0.75178, 0.30178, -0.46782, 0.91782, -0.99915, 0.04113
-1.00000, 0.00000, 0.10000, -0.70000, -0.75178, 0.30178, -0.38122, 0.83122, -0.99915, 0.04113
-1.00000, 0.00000, 0.10000, -0.60000, -0.75178, 0.30178, -0.29462, 0.74462, -0.99915, 0.04113
-1.00000, 0.00000, 0.10000, -0.50000, -0.75178, 0.30178, -0.20801, 0.65801, -0.99915, 0.04113
